run_index,scenario,condition,seed,assignment_round,duration_seconds,warmup_seconds,max_model_decisions,max_model_decisions_per_agent,decision_window_seconds,max_model_decisions_per_window,model_decision_sample_rate
372,normal_load,both,10,2,43200,7200,300,100,7200,100,0.1
373,high_load_high_acuity,baseline,10,2,43200,7200,300,100,7200,100,0.1
374,high_load_high_acuity,cockpit_only,10,2,43200,7200,300,100,7200,100,0.1
375,high_load_high_acuity,nursta_only,10,2,43200,7200,300,100,7200,100,0.1
376,high_load_high_acuity,both,10,2,43200,7200,300,100,7200,100,0.1
377,normal_load,baseline,10,3,43200,7200,300,100,7200,100,0.1
378,normal_load,cockpit_only,10,3,43200,7200,300,100,7200,100,0.1
379,normal_load,nursta_only,10,3,43200,7200,300,100,7200,100,0.1
380,normal_load,both,10,3,43200,7200,300,100,7200,100,0.1
381,high_load_high_acuity,baseline,10,3,43200,7200,300,100,7200,100,0.1
382,high_load_high_acuity,cockpit_only,10,3,43200,7200,300,100,7200,100,0.1
383,high_load_high_acuity,nursta_only,10,3,43200,7200,300,100,7200,100,0.1
384,high_load_high_acuity,both,10,3,43200,7200,300,100,7200,100,0.1
385,normal_load,baseline,10,4,43200,7200,300,100,7200,100,0.1
386,normal_load,cockpit_only,10,4,43200,7200,300,100,7200,100,0.1
387,normal_load,nursta_only,10,4,43200,7200,300,100,7200,100,0.1
388,normal_load,both,10,4,43200,7200,300,100,7200,100,0.1
389,high_load_high_acuity,baseline,10,4,43200,7200,300,100,7200,100,0.1
390,high_load_high_acuity,cockpit_only,10,4,43200,7200,300,100,7200,100,0.1
391,high_load_high_acuity,nursta_only,10,4,43200,7200,300,100,7200,100,0.1
392,high_load_high_acuity,both,10,4,43200,7200,300,100,7200,100,0.1
393,normal_load,baseline,10,5,43200,7200,300,100,7200,100,0.1
394,normal_load,cockpit_only,10,5,43200,7200,300,100,7200,100,0.1
395,normal_load,nursta_only,10,5,43200,7200,300,100,7200,100,0.1
396,normal_load,both,10,5,43200,7200,300,100,7200,100,0.1
397,high_load_high_acuity,baseline,10,5,43200,7200,300,100,7200,100,0.1
398,high_load_high_acuity,cockpit_only,10,5,43200,7200,300,100,7200,100,0.1
399,high_load_high_acuity,nursta_only,10,5,43200,7200,300,100,7200,100,0.1
400,high_load_high_acuity,both,10,5,43200,7200,300,100,7200,100,0.1
